"Estes, Ron",@RepRonEstes,KS,R
"Evans, Dwight",@RepDwightEvans,PA,D
"Fallon, Pat",@RepPatFallon,TX,R
"Feenstra, Randy",@RepFeenstra,IA,R
"Ferguson, Drew",@RepDrewFerguson,GA,R
"Fischbach, Michelle",@RepFischbach,MN,R
"Fitzgerald, Scott",@RepFitzgerald,WI,R
"Fitzpatrick, Brian",@RepBrianFitz,PA,R
"Fleischmann, Chuck",@RepChuck,TN,R
"Fletcher, Lizzie",@RepFletcher,TX,D
"Fortenberry, Jeff",@JeffFortenberry,NE,R
"Foster, Bill",@RepBillFoster,IL,D
"Foxx, Virginia",@virginiafoxx,NC,R
"Frankel, Lois",@RepLoisFrankel,FL,D
"Franklin, Scott",@RepFranklin,FL,R
"Fudge, Marcia L.",@RepMarciaFudge,OH,D
"Fulcher, Russ",@RepRussFulcher,ID,R
"Gaetz, Matt",@RepMattGaetz,FL,R
"Gallagher, Mike",@RepGallagher,WI,R
"Gallego, Ruben",@RepRubenGallego,AZ,D
"Garamendi, John",@RepGaramendi,CA,D
"Garbarino, Andrew",@RepGarbarino,NY,R
"García, Chuy",@RepChuyGarcia,IL,D
"Garcia, Mike",@RepMikeGarcia,CA,R
"Garcia, Sylvia",@RepSylviaGarcia,TX,D
"Gibbs, Bob",@RepBobGibbs,OH,R
"Gimenez, Carlos A.",@RepCarlos,FL,R
"Gohmert, Louie",@replouiegohmert,TX,R
"Golden, Jared",@RepGolden,ME,D
"Gomez, Jimmy",@RepJimmyGomez,CA,D
"Gonzales, Tony",@RepTonyGonzales,TX,R
"González-Cólón, Jenniffer",@RepJenniffer,PR,R
"Gonzalez, Anthony",@RepAGonzalez,OH,R
"Gonzalez, Vicente",@RepGonzalez,TX,D
"Good, Bob",@RepBobGood,VA,R
"Good, Bob",@RepBobGood,VA,R
"Gosar, Paul",@RepGosar,AZ,R
"Gottheimer, Josh",@RepJoshG,NJ,D
"Granger, Kay",@RepKayGranger,TX,R
"Graves, Garret",@RepGarretGraves,LA,R
"Graves, Sam",@RepSamGraves,MO,R
"Green, Al",@RepAlGreen,TX,D
"Green, Mark",@RepMarkGreen,TN,R
"Greene, Majorie Taylor",@RepMTG,GA,R
"Griffith, Morgan",@RepMGriffith,VA,R
"Grijalva, Raul",@RepRaulGrijalva,AZ,D
"Grothman, Glenn",@RepGrothman,WI,R
"Guest, Michael",@RepMichaelGuest,MS,R
"Guthrie, Brett",@RepGuthrie,KY,R
"Haaland, Debra",@RepDebHaaland,NM,D
"Hagedorn, Jim",@RepHagedorn,MN,R
"Harder, Josh",@RepJoshHarder,CA,D
"Harris, Andy",@RepAndyHarrisMD,MD,R
"Harshbarger, Diana",@RepHarshbarger,TN,R
"Hartzler, Vicky",@RepHartzler,MO,R
"Hayes, Jahana",@RepJahanaHayes,CT,D
"Hern, Kevin",@repkevinhern,OK,R
"Herrell, Yvette",@RepHerrell,NM,R
"Herrera Butler, Jaime",@HerreraBeutler,WA,R
"Hice, Jody",@CongressmanHice,GA,R
"Higgins, Brian",@RepBrianHiggins,NY,D
"Higgins, Clay",@RepClayHiggins,LA,R
"Hill, French",@RepFrenchHill,AR,R
"Himes, Jim",@jahimes,CT,D
"Hinson, Ashley",@RepAshleyHinson,IA,R
"Hollingsworth, Trey",@RepTrey,IN,R
"Horsford, Steven",@RepHorsford,NV,D
"Houlahan, Chrissy",@RepHoulahan,PA,D
"Hoyer, Steny",@LeaderHoyer,MD,D
"Hudson, Richard",@RepRichHudson,NC,R
"Huffman, Jared",@RepHuffman,CA,D
"Huizenga, Bill",@RepHuizenga,MI,R
"Issa, Darrell",@repdarrellissa,CA,R
"Jackson Lee, Sheila",@JacksonLeeTX18,TX,R
"Jackson, Ronny",@RepRonnyJackson,TX,R
"Jacobs, Chris",@RepJacobs,NY,R
"Jacobs, Sara",@RepSaraJacobs,CA,D
"Jayapal, Pramila",@RepJayapal,WA,D
"Jeffries, Hakeem",@RepJeffries,NY,D
"Johnson, Bill",@RepBillJohnson,OH,R
"Johnson, Dusty",@RepDustyJohnson,SD,R
"Johnson, Eddie Bernice",@RepEBJ,TX,D
"Johnson, Hank",@RepHankJohnson,GA,D
"Johnson, Mike",@RepMikeJohnson,LA,R
"Jones, Mondaire",@RepMondaire,NY,D
"Jordan, Jim",@Jim_Jordan,OH,R
"Joyce, Dave",@RepDaveJoyce,OH,R
"Joyce, John",@RepJohnJoyce,PA,R
"Kahele, Kaiali'i",@RepKahele,HI,D
"Kaptur, Marcy",@RepMarcyKaptur,OH,D
"Katko, John",@RepJohnKatko,NY,R
"Keating, Bill",@USRepKeating,MA,D
"Keller, Fred",@RepFredKeller,PA,R
"Kelly, Mike",@MikeKellyPA,PA,R
"Kelly, Robin",@RepRobinKelly,IL,D
"Kelly, Trent",@RepTrentKelly,MS,R
"Khanna, Ro",@RepRoKhanna,CA,D
"Kildee, Dan",@RepDanKildee,MI,D
"Kilmer, Derek",@RepDerekKilmer,WA,D
"Kim, Andy",@RepAndyKimNJ,NJ,D
"Kim, Young",@RepYoungKim,CA,R
"Kind, Ron",@RepRonKind,WI,D
"Kinzinger, Adam",@RepKinzinger,IL,R
"Kirkpatrick, Ann",@RepKirkpatrick,AZ,D
"Krishnamoorthi, Raja",@CongressmanRaja,IL,D
"Kuster, Ann",@RepAnnieKuster,NH,D
"Kustoff, David",@RepDavidKustoff,TN,R
"LaHood, Darin",@RepLaHood,IL,R
"LaMalfa, Doug",@RepLaMalfa,CA,R
"Lamb, Conor",@RepConorLamb,PA,D
"Lamborn, Doug",@RepDLamborn,CO,R
"Langevin, Jim",@JimLangevin,RI,D
"Larsen, Rick",@RepRickLarsen,WA,D
"Larson, John",@RepJohnLarson,CT,D
"Latta, Bob",@boblatta,OH,R
"LaTurner, Jake",@RepLaTurner,KS,R
"Lawrence, Brenda",@RepLawrence,MI,D
"Lawson, Al",@RepAlLawsonJr,FL,D
"Lee, Barbara",@RepBarbaraLee,CA,D
"Lee, Susie",@RepSusieLee,NV,D
"Leger Fernandez, Teresa",@RepTeresaLF,NM,D
"Lesko, Debbie",@RepDLesko,AZ,R
"Levin, Andy",@RepAndyLevin,MI,D
"Levin, Mike",@RepMikeLevin,CA,D
"Lieu, Ted",@RepTedLieu,CA,D
"Lofgren, Zoe",@RepZoeLofgren,CA,D
"Long, Billy",@USRepLong,MO,R
"Loudermilk, Barry",@RepLoudermilk,GA,R
"Lowenthal, Alan",@RepLowenthal,CA,D
"Lucas, Frank",@RepFrankLucas,OK,R
"Leutkemeyer, Blaine",@RepBlaine,MO,R
"Luria, Elaine",@RepElaineLuria,VA,D
"Lynch, Stephen",@RepStephenLynch,MA,D
"Mace, Nancy",@RepNancyMace,SC,R
"Malinowski, Tom",@RepMalinowski,NJ,D
"Malliotakis, Nicole",@RepMalliotakis,NY,R
"Maloney, Carolyn",@RepMaloney,NY,D
"Maloney, Sean Patrick",@RepSeanMaloney,NY,D
"Mann, Tracey",@RepMann,KS,R
"Manning, Kathy",@RepKManning,NC,D
"Massie, Thomas",@RepThomasMassie,KY,R
"Mast, Brian",@RepBrianMast,FL,R
"Matsui, Doris",@DorisMatsui,CA,D
"McBath, Lucy",@RepLucyMcBath,GA,D
"McCarthy, Kevin",@GOPLeader,CA,R
"McCaul, Michael",@RepMcCaul,TX,R
"McClain, Lisa",@RepLisaMcClain,MI,R
"McClintock, Tom",@RepMcClintock,CA,R
"McCollum, Betty",@BettyMcCollum04,MN,D
"McEachin, Donald",@RepMcEachin,VA,D
"McGovern, Jim",@RepMcGovern,MA,D
"McHenry, Patrick",@PatrickMcHenry,NC,R
"McKinley, David",@RepMcKinley,WV,R
"McNerney, Jerry",@RepMcNerney,CA,D
"Meeks, Gregory",@RepGregoryMeeks,NY,D
"Meijer, Peter",@RepMeijer,MI,R
"Meng, Grace",@RepGraceMeng,NY,D
"Meuser, Daniel",@RepMeuser,PA,R
"Mfume, Kweisi",@RepKweisiMfume,MD,D
"Miller, Carol",@RepCarolMiller,WV,R
"Miller, Mary",@RepMaryMiller,IL,R
"Miller-Meeks, Mariannette",@RepMMM,IA,R
"Moolenaar, John",@RepMoolenaar,MI,R
"Mooney, Alex",@RepAlexMooney,WV,R
"Moore, Barry",@RepBarryMoore,AL,R
"Moore, Blake",@RepBlakeMoore,UT,R
"Moore, Gwen",@RepGwenMoore,WI,D
"Morelle, Joe",@RepJoeMorelle,NY,D
"Moulton, Seth",@teammoulton,MA,D
"Mrvan, Frank J.",@RepMrvan,IN,D
"Mullin, Markwayne",@RepMullin,OK,R
"Murphy, Greg",@RepGregMurphy,NC,R
"Murphy, Stephanie",@RepStephMurphy,FL,D
"Nadler, Jerry",@RepJerryNadler,NY,D
"Napolitano, Grace",@gracenapolitano,CA,D
"Neal, Richard",@RepRichardNeal,MA,D
"Neguse, Joe",@RepJoeNeguse,CO,D
"Nehls, Troy",@RepTroyNehls,TX,R
"Newhouse, Dan",@RepNewhouse,WA,R
"Newman, Marie",@RepMarieNewman,IL,D
"Norcross, Donald",@DonaldNorcross,NJ,D
"Norman, Ralph",@RepRalphNorman,SC,R
"Norton, Eleanor Holmes",@EleanorNorton,DC,D
"Nunes, Devin",@RepDevinNunes,CA,R
"Obernolte, Jay",@JayObernolte,CA,R
"Ocasio-Cortez, Alexandria",@RepAOC,NY,D
"O'Halleran, Tom",@RepOHalleran,AZ,D
"Omar, Ilhan",@Ilhan,MN,D
"Owens, Burgess",@RepBurgessOwens,UT,R
"Palazzo, Steven",@CongPalazzo,MS,R
"Pallone, Frank, Jr.",@FrankPallone,NJ,D
"Palmer, Gary",@USRepGaryPalmer,AL,R
"Panetta, Jimmy",@RepJimmyPanetta,CA,D
"Pappas, Chris",@RepChrisPappas,NH,D
"Pascrell, Bill, Jr.",@BillPascrell,NJ,D
"Payne, Donald, Jr.",@RepDonaldPayne,NJ,D
"Pelosi, Nancy",@SpeakerPelosi,CA,D
"Pence, Greg",@RepGregPence,IN,R
"Perlmutter, Ed",@RepPerlmutter,CO,D
"Perry, Scott",@RepScottPerry,PA,R
"Peters, Scott",@RepScottPeters,CA,D
"Pfluger, August",@RepPfluger,TX,R
"Phillips, Dean",@RepDeanPhillips,MN,D
"Pingree, Chellie",@chelliepingree,ME,D
"Plaskett, Stacey",@StaceyPlaskett,VI,D
"Pocan, Mark",@repmarkpocan,WI,D
"Porter, Katie",@RepKatiePorter,CA,D
"Posey, Bill",@congbillposey,FL,R
"Pressley, Ayanna",@RepPressley,MA,D
"Price, David",@RepDavidEPrice,NC,D
"Quigley, Mike",@RepMikeQuigley,IL,D
"Radewagen, Amata",@RepAmata,AS,R
"Raskin, Jamie",@RepRaskin,MD,D
"Reed, Tom",@TomReedCongress,NY,R
"Reschenthaler, Guy",@GReschenthaler,PA,R
"Rice, Kathleen",@RepKathleenRice,NY,D
"Rice, Tom",@RepTomRice,SC,R
"Rodgers, Cathy McMorris",@cathymcmorris,WA,R
"Rogers, Hal",@RepHalRogers,KY,R
"Rogers, Mike",@RepMikeRogersAL,AL,R
"Rose, John",@RepJohnRose,TN,R
"Rosendale, Matt",@RepRosendale,MT,R
"Ross, Deborah",@RepDeborahRoss,NC,D
"Rouzer, David",@RepDavidRouzer,NC,R
"Roy, Chip",@RepChipRoy,TX,R
"Roybal-Allard, Lucille",@RepRoybalAllard,CA,D
"Ruiz, Raul",@RepRaulRuizMD,CA,D
"Ruppersberger, Dutch",@Call_Me_Dutch,MD,D
"Rush, Bobby L.",@RepBobbyRush,IL,D
"Rutherford, John",@RepRutherfordFL,FL,R
"Ryan, Tim",@RepTimRyan,OH,D
"Sablan, Kilili",@Kilili_Sablan,MP,D
"Salazar, María Elvira",@RepMariaSalazar,FL,R
"San Nicolas, Michael F. Q.",@GuamCongressman,GU,D
"Sánchez, Linda",@RepLindaSanchez,CA,D
"Sarbanes, John",@RepSarbanes,MD,D
"Scalise, Steve",@SteveScalise,LA,R
"Scanlon, Mary Gay",@RepMGS,PA,D
"Schakowsky, Jan",@janschakowsky,IL,D
"Schiff, Adam",@RepAdamSchiff,CA,D
"Schneider, Brad",@RepSchneider,IL,D
"Schrader, Kurt",@RepSchrader,OR,D
"Schrier, Kim",@RepKimSchrier,WA,D
"Schweikert, David",@RepDavid,AZ,R
"Scott, Austin",@AustinScottGA08,GA,R
"Scott, David",@repdavidscott,GA,D
"Scott, Bobby",@BobbyScott,VA,D
"Sessions, Pete",@PeteSessions,TX,R
"Sewell, Terri A.",@RepTerriSewell,AL,D
"Sherman, Brad",@BradSherman,CA,D
"Sherrill, Mikie",@RepSherrill,NJ,D
"Simpson, Mike",@CongMikeSimpson,ID,R
"Sires, Albio",@RepSires,NJ,D
"Slotkin, Elissa",@RepSlotkin,MI,D
"Smith, Adam",@RepAdamSmith,WA,D
"Smith, Adrian",@RepAdrianSmith,NE,R
"Smith, Adrian",@RepAdrianSmith,NE,R
"Smith, Jason",@RepJasonSmith,MO,R
"Smucker, Lloyd",@RepSmucker,PA,R
"Soto, Darren",@RepDarrenSoto,FL,D
"Spanberger, Abigail",@RepSpanberger,VA,D
"Spartz, Victoria",@RepSpartz,IN,R
"Speier, Jackie",@RepSpeier,CA,D
"Stanton, Greg",@RepGregStanton,AZ,D
"Stauber, Pete",@RepPeteStauber,MN,R
"Steel, Michelle",@RepSteel,CA,R
"Stefanik, Elise",@RepStefanik,NY,R
"Steil, Bryan",@RepBryanSteil,WI,R
"Steube, Greg",@RepGregSteube,FL,R
"Stevens, Haley",@RepHaleyStevens,MI,D
"Stewart, Chris",@RepChrisStewart,UT,R
"Stivers, Steve",@RepSteveStivers,OH,R
"Strickland, Marilyn",@RepStricklandWA,WA,D
"Suozzi, Tom",@RepTomSuozzi,NY,D
"Swalwell, Eric",@RepSwalwell,CA,D
"Takano, Mark",@RepMarkTakano,CA,D
"Taylor, Van",@RepVanTaylor,TX,R
"Thompson, Bennie G.",@BennieGThompson,MS,D
"Thompson, Glenn",@CongressmanGT,PA,R
"Thompson, Mike",@RepThompson,CA,D
"Tiffany, Tom",@RepTiffany,WI,R
"Timmons, William",@RepTimmons,SC,R
"Titus, Dina",@repdinatitus,NV,D
"Tlaib, Rashida",@RepRashida,MI,D
"Tonko, Paul",@RepPaulTonko,NY,D
" Torres, Norma",@NormaJTorres,CA,D
"Torres, Ritchie",@RepRitchie,NY,D
"Trahan, Lori",@RepLoriTrahan,MA,D
"Trone, David",@RepDavidTrone,MD,D
"Turner, Mike",@RepMikeTurner,OH,R
"Underwood, Lauren",@RepUnderwood,IL,D
"Upton, Fred",@RepFredUpton,MI,R
"Valadao, David",@RepDavidValadao,CA,R
"Valadao, David",@RepDavidValadao,CA,R
"Van Duyne, Beth",@RepBethVanDuyne,TX,R
"Vargas, Juan",@RepJuanVargas,CA,D
"Veasey, Marc",@RepVeasey,TX,D
"Vela, Filemon",@RepFilemonVela,TX,D
"Velázquez, Nydia",@NydiaVelazquez,NY,D
"Wagner, Ann",@RepAnnWagner,MO,R
"Walberg, Tim",@RepWalberg,MI,R
"Walorski, Jackie",@RepWalorski,IN,R
"Waltz, Michael",@michaelgwaltz,FL,R
"Wasserman Schultz, Debbie",@RepDWStweets,FL,D
"Waters, Maxine",@RepMaxineWaters,CA,D
"Watson Coleman, Bonnie",@RepBonnie,NJ,D
"Weber, Randy",@TXRandy14,TX,R
"Webster, Daniel",@RepWebster,FL,R
"Welch, Peter",@PeterWelch,VT,D
"Wenstrup, Brad",@RepBradWenstrup,OH,R
"Westerman, Bruce",@RepWesterman,AR,R
"Wexton, Jennifer",@RepWexton,VA,D
"Wild, Susan",@RepSusanWild,PA,D
"Williams, Nikema",@RepNikema,GA,D
"Williams, Roger",@RepRWilliams,TX,R
"Wilson, Frederica",@RepWilson,FL,D
"Wilson, Joe",@RepJoeWilson,SC,R
"Wittman, Rob",@RobWittman,VA,R
"Womack, Steve",@rep_stevewomack,AR,R
"Wright, Ron",@RepRonWright,TX,R
"Yarmuth, John",@RepJohnYarmuth,KY,D
"Young, Don",@repdonyoung,AK,R
"Zeldin, Lee",@RepLeeZeldin,NY,R
